"begin_date","end_date","hw","units"
"2012-03-12","2012-03-18","3DS",63746
"2012-03-12","2012-03-18","PSP",17721
"2012-03-12","2012-03-18","Vita",11171
"2012-03-12","2012-03-18","Wii",7218
"2012-03-12","2012-03-18","PS3",28527
"2012-03-12","2012-03-18","XB360",864
"2012-03-12","2012-03-18","PS2",563
"2012-03-19","2012-03-25","DS",837
"2012-03-19","2012-03-25","3DS",94776
"2012-03-19","2012-03-25","PSP",20380
"2012-03-19","2012-03-25","Vita",10635
"2012-03-19","2012-03-25","Wii",8878
"2012-03-19","2012-03-25","PS3",26441
"2012-03-19","2012-03-25","XB360",821
"2012-03-19","2012-03-25","PS2",687
"2012-03-26","2012-04-01","DS",717
"2012-03-26","2012-04-01","3DS",118072
"2012-03-26","2012-04-01","PSP",19966
"2012-03-26","2012-04-01","Vita",11983
"2012-03-26","2012-04-01","Wii",9134
"2012-03-26","2012-04-01","PS3",24916
"2012-03-26","2012-04-01","XB360",1026
"2012-03-26","2012-04-01","PS2",662
"2012-04-02","2012-04-08","DS",568
"2012-04-02","2012-04-08","3DS",67613
"2012-04-02","2012-04-08","PSP",16780
"2012-04-02","2012-04-08","Vita",8283
"2012-04-02","2012-04-08","Wii",6569
"2012-04-02","2012-04-08","PS3",20775
"2012-04-02","2012-04-08","XB360",2983
"2012-04-02","2012-04-08","PS2",617
"2012-04-09","2012-04-15","DS",614
"2012-04-09","2012-04-15","3DS",62653
"2012-04-09","2012-04-15","PSP",15285
"2012-04-09","2012-04-15","Vita",8157
"2012-04-09","2012-04-15","Wii",5295
"2012-04-09","2012-04-15","PS3",19975
"2012-04-09","2012-04-15","XB360",1122
"2012-04-09","2012-04-15","PS2",508
"2012-04-16","2012-04-22","DS",543
"2012-04-16","2012-04-22","3DS",80561
"2012-04-16","2012-04-22","PSP",12314
"2012-04-16","2012-04-22","Vita",8058
"2012-04-16","2012-04-22","Wii",6638
"2012-04-16","2012-04-22","PS3",17354
"2012-04-16","2012-04-22","XB360",760
"2012-04-16","2012-04-22","PS2",475
"2012-04-23","2012-04-29","DS",625
"2012-04-23","2012-04-29","3DS",71282
"2012-04-23","2012-04-29","PSP",20355
"2012-04-23","2012-04-29","Vita",11167
"2012-04-23","2012-04-29","Wii",9207
"2012-04-23","2012-04-29","PS3",23372
"2012-04-23","2012-04-29","XB360",970
"2012-04-23","2012-04-29","PS2",568
"2012-04-30","2012-05-06","DS",843
"2012-04-30","2012-05-06","3DS",88226
"2012-04-30","2012-05-06","PSP",19856
"2012-04-30","2012-05-06","Vita",9141
"2012-04-30","2012-05-06","Wii",15198
"2012-04-30","2012-05-06","PS3",26339
"2012-04-30","2012-05-06","XB360",1293
"2012-04-30","2012-05-06","PS2",738
"2012-05-07","2012-05-13","DS",466
"2012-05-07","2012-05-13","3DS",45063
"2012-05-07","2012-05-13","PSP",11605
"2012-05-07","2012-05-13","Vita",5849
"2012-05-07","2012-05-13","Wii",6443
"2012-05-07","2012-05-13","PS3",15272
"2012-05-07","2012-05-13","XB360",758
"2012-05-07","2012-05-13","PS2",493
"2012-05-14","2012-05-20","DS",368
"2012-05-14","2012-05-20","3DS",41712
"2012-05-14","2012-05-20","PSP",11570
"2012-05-14","2012-05-20","Vita",5879
"2012-05-14","2012-05-20","Wii",5958
"2012-05-14","2012-05-20","PS3",13800
"2012-05-14","2012-05-20","XB360",835
"2012-05-14","2012-05-20","PS2",449
"2012-05-21","2012-05-27","DS",362
"2012-05-21","2012-05-27","3DS",51804
"2012-05-21","2012-05-27","PSP",11813
"2012-05-21","2012-05-27","Vita",6089
"2012-05-21","2012-05-27","Wii",6486
"2012-05-21","2012-05-27","PS3",16256
"2012-05-21","2012-05-27","XB360",2493
"2012-05-21","2012-05-27","PS2",387
"2012-05-28","2012-06-03","DS",356
"2012-05-28","2012-06-03","3DS",101718
"2012-05-28","2012-06-03","PSP",11153
"2012-05-28","2012-06-03","Vita",6413
"2012-05-28","2012-06-03","Wii",6335
"2012-05-28","2012-06-03","PS3",16404
"2012-05-28","2012-06-03","XB360",2783
"2012-05-28","2012-06-03","PS2",453
"2012-06-04","2012-06-10","DS",332
"2012-06-04","2012-06-10","3DS",61212
"2012-06-04","2012-06-10","PSP",10385
"2012-06-04","2012-06-10","Vita",12256
"2012-06-04","2012-06-10","Wii",5760
"2012-06-04","2012-06-10","PS3",15830
"2012-06-04","2012-06-10","XB360",1321
"2012-06-04","2012-06-10","PS2",395
"2012-06-11","2012-06-17","DS",387
"2012-06-11","2012-06-17","3DS",56394
"2012-06-11","2012-06-17","PSP",10327
"2012-06-11","2012-06-17","Vita",31657
"2012-06-11","2012-06-17","Wii",5381
"2012-06-11","2012-06-17","PS3",15183
"2012-06-11","2012-06-17","XB360",1107
"2012-06-11","2012-06-17","PS2",496
"2012-06-18","2012-06-24","DS",500
"2012-06-18","2012-06-24","3DS",66953
"2012-06-18","2012-06-24","PSP",9868
"2012-06-18","2012-06-24","Vita",12100
"2012-06-18","2012-06-24","Wii",5713
"2012-06-18","2012-06-24","PS3",13785
"2012-06-18","2012-06-24","XB360",1194
"2012-06-18","2012-06-24","PS2",403
"2012-06-25","2012-07-01","DS",657
"2012-06-25","2012-07-01","3DS",65267
"2012-06-25","2012-07-01","PSP",11461
"2012-06-25","2012-07-01","Vita",22638
"2012-06-25","2012-07-01","Wii",6880
"2012-06-25","2012-07-01","PS3",16399
"2012-06-25","2012-07-01","XB360",861
"2012-06-25","2012-07-01","PS2",490
"2012-07-02","2012-07-08","DS",455
"2012-07-02","2012-07-08","3DS",51930
"2012-07-02","2012-07-08","PSP",10627
"2012-07-02","2012-07-08","Vita",11544
"2012-07-02","2012-07-08","Wii",6654
"2012-07-02","2012-07-08","PS3",14297
"2012-07-02","2012-07-08","XB360",711
"2012-07-02","2012-07-08","PS2",474
"2012-07-09","2012-07-15","DS",430
"2012-07-09","2012-07-15","3DS",46633
"2012-07-09","2012-07-15","PSP",11170
"2012-07-09","2012-07-15","Vita",11388
"2012-07-09","2012-07-15","Wii",6660
"2012-07-09","2012-07-15","PS3",15218
"2012-07-09","2012-07-15","XB360",686
"2012-07-09","2012-07-15","PS2",451
"2012-07-16","2012-07-22","DS",545
"2012-07-16","2012-07-22","3DS",44202
"2012-07-16","2012-07-22","PSP",13199
"2012-07-16","2012-07-22","Vita",10103
"2012-07-16","2012-07-22","Wii",8729
"2012-07-16","2012-07-22","PS3",16232
"2012-07-16","2012-07-22","XB360",594
"2012-07-16","2012-07-22","PS2",414
"2012-07-23","2012-07-29","DS",496
"2012-07-23","2012-07-29","3DS",235974
"2012-07-23","2012-07-29","PSP",14029
"2012-07-23","2012-07-29","Vita",9081
"2012-07-23","2012-07-29","Wii",10549
"2012-07-23","2012-07-29","PS3",18160
"2012-07-23","2012-07-29","XB360",632
"2012-07-23","2012-07-29","PS2",439
"2012-07-30","2012-08-05","DS",372
"2012-07-30","2012-08-05","3DS",118786
"2012-07-30","2012-08-05","PSP",11989
"2012-07-30","2012-08-05","Vita",8203
"2012-07-30","2012-08-05","Wii",41561
"2012-07-30","2012-08-05","PS3",14544
"2012-07-30","2012-08-05","XB360",605
"2012-07-30","2012-08-05","PS2",430
"2012-08-06","2012-08-19","DS",754
"2012-08-06","2012-08-19","3DS",216037
"2012-08-06","2012-08-19","PSP",26259
"2012-08-06","2012-08-19","Vita",19887
"2012-08-06","2012-08-19","Wii",30721
"2012-08-06","2012-08-19","PS3",32942
"2012-08-06","2012-08-19","XB360",1149
"2012-08-06","2012-08-19","PS2",1072
"2012-08-20","2012-08-26","DS",311
"2012-08-20","2012-08-26","3DS",64921
"2012-08-20","2012-08-26","PSP",10676
"2012-08-20","2012-08-26","Vita",9751
"2012-08-20","2012-08-26","Wii",8476
"2012-08-20","2012-08-26","PS3",12243
"2012-08-20","2012-08-26","XB360",563
"2012-08-20","2012-08-26","PS2",439
"2012-08-27","2012-09-02","DS",279
"2012-08-27","2012-09-02","3DS",67926
"2012-08-27","2012-09-02","PSP",10918
"2012-08-27","2012-09-02","Vita",46877
"2012-08-27","2012-09-02","Wii",8038
"2012-08-27","2012-09-02","PS3",12846
"2012-08-27","2012-09-02","XB360",525
"2012-08-27","2012-09-02","PS2",411
"2012-09-03","2012-09-09","DS",237
"2012-09-03","2012-09-09","3DS",57305
"2012-09-03","2012-09-09","PSP",9434
"2012-09-03","2012-09-09","Vita",11382
"2012-09-03","2012-09-09","Wii",5493
"2012-09-03","2012-09-09","PS3",12210
"2012-09-03","2012-09-09","XB360",562
"2012-09-03","2012-09-09","PS2",411
"2012-09-10","2012-09-16","DS",243
"2012-09-10","2012-09-16","3DS",56970
"2012-09-10","2012-09-16","PSP",9791
"2012-09-10","2012-09-16","Vita",8684
"2012-09-10","2012-09-16","Wii",5300
"2012-09-10","2012-09-16","PS3",14455
"2012-09-10","2012-09-16","XB360",502
"2012-09-10","2012-09-16","PS2",389
"2012-09-17","2012-09-23","DS",277
"2012-09-17","2012-09-23","3DS",59199
"2012-09-17","2012-09-23","PSP",14272
"2012-09-17","2012-09-23","Vita",8219
"2012-09-17","2012-09-23","Wii",5386
"2012-09-17","2012-09-23","PS3",12034
"2012-09-17","2012-09-23","XB360",630
"2012-09-17","2012-09-23","PS2",367
"2012-09-24","2012-09-30","DS",202
"2012-09-24","2012-09-30","3DS",77183
"2012-09-24","2012-09-30","PSP",20954
"2012-09-24","2012-09-30","Vita",12939
"2012-09-24","2012-09-30","Wii",5041
"2012-09-24","2012-09-30","PS3",9380
"2012-09-24","2012-09-30","XB360",484
"2012-09-24","2012-09-30","PS2",482
"2012-10-01","2012-10-07","DS",275
"2012-10-01","2012-10-07","3DS",58233
"2012-10-01","2012-10-07","PSP",16596
"2012-10-01","2012-10-07","Vita",8118
"2012-10-01","2012-10-07","Wii",4282
"2012-10-01","2012-10-07","PS3",43870
"2012-10-01","2012-10-07","XB360",4568
"2012-10-01","2012-10-07","PS2",274
"2012-10-08","2012-10-14","DS",159
"2012-10-08","2012-10-14","3DS",78401
"2012-10-08","2012-10-14","PSP",15107
"2012-10-08","2012-10-14","Vita",7028
"2012-10-08","2012-10-14","Wii",4238
"2012-10-08","2012-10-14","PS3",28010
"2012-10-08","2012-10-14","XB360",2151
"2012-10-08","2012-10-14","PS2",286
"2012-10-15","2012-10-21","DS",168
"2012-10-15","2012-10-21","3DS",60033
"2012-10-15","2012-10-21","PSP",15179
"2012-10-15","2012-10-21","Vita",7031
"2012-10-15","2012-10-21","Wii",3596
"2012-10-15","2012-10-21","PS3",22306
"2012-10-15","2012-10-21","XB360",1937
"2012-10-15","2012-10-21","PS2",339
"2012-10-22","2012-10-28","DS",176
"2012-10-22","2012-10-28","3DS",60079
"2012-10-22","2012-10-28","PSP",14575
"2012-10-22","2012-10-28","Vita",6093
"2012-10-22","2012-10-28","Wii",3744
"2012-10-22","2012-10-28","PS3",21470
"2012-10-22","2012-10-28","XB360",1636
"2012-10-22","2012-10-28","PS2",343
"2012-10-29","2012-11-04","DS",307
"2012-10-29","2012-11-04","3DS",82644
"2012-10-29","2012-11-04","PSP",13351
"2012-10-29","2012-11-04","Vita",5368
"2012-10-29","2012-11-04","Wii",3340
"2012-10-29","2012-11-04","PS3",23106
"2012-10-29","2012-11-04","XB360",1254
"2012-10-29","2012-11-04","PS2",389
"2012-11-05","2012-11-11","DS",343
"2012-11-05","2012-11-11","3DS",168662
"2012-11-05","2012-11-11","PSP",11749
"2012-11-05","2012-11-11","Vita",4263
"2012-11-05","2012-11-11","Wii",3020
"2012-11-05","2012-11-11","PS3",19369
"2012-11-05","2012-11-11","XB360",2592
"2012-11-05","2012-11-11","PS2",457
"2012-11-12","2012-11-18","DS",173
"2012-11-12","2012-11-18","3DS",170559
"2012-11-12","2012-11-18","PSP",11197
"2012-11-12","2012-11-18","Vita",12019
"2012-11-12","2012-11-18","Wii",3095
"2012-11-12","2012-11-18","PS3",18213
"2012-11-12","2012-11-18","XB360",1739
"2012-11-12","2012-11-18","PS2",354
"2012-11-19","2012-11-25","DS",227
"2012-11-19","2012-11-25","3DS",158527
"2012-11-19","2012-11-25","PSP",16197
"2012-11-19","2012-11-25","Vita",9246
"2012-11-19","2012-11-25","Wii",4009
"2012-11-19","2012-11-25","PS3",34836
"2012-11-19","2012-11-25","XB360",1667
"2012-11-19","2012-11-25","PS2",434
"2012-11-26","2012-12-02","DS",337
"2012-11-26","2012-12-02","3DS",154654
"2012-11-26","2012-12-02","PSP",14248
"2012-11-26","2012-12-02","Vita",9830
"2012-11-26","2012-12-02","Wii",4708
"2012-11-26","2012-12-02","PS3",31510
"2012-11-26","2012-12-02","XB360",1403
"2012-11-26","2012-12-02","PS2",429
"2012-12-03","2012-12-09","3DS",219103
"2012-12-03","2012-12-09","PSP",17379
"2012-12-03","2012-12-09","Vita",10348
"2012-12-03","2012-12-09","Wii",6811
"2012-12-03","2012-12-09","WiiU",308570
"2012-12-03","2012-12-09","PS3",37636
"2012-12-03","2012-12-09","XB360",1288
"2012-12-03","2012-12-09","PS2",493
"2012-12-10","2012-12-16","3DS",333409
"2012-12-10","2012-12-16","PSP",28779
"2012-12-10","2012-12-16","Vita",13590
"2012-12-10","2012-12-16","Wii",12211
"2012-12-10","2012-12-16","WiiU",130653
"2012-12-10","2012-12-16","PS3",46111
"2012-12-10","2012-12-16","XB360",1106
"2012-12-10","2012-12-16","PS2",824
"2012-12-17","2012-12-23","3DS",433788
"2012-12-17","2012-12-23","PSP",58378
"2012-12-17","2012-12-23","Vita",19056
"2012-12-17","2012-12-23","Wii",16785
"2012-12-17","2012-12-23","WiiU",122356
"2012-12-17","2012-12-23","PS3",50216
"2012-12-17","2012-12-23","XB360",1336
"2012-12-17","2012-12-23","PS2",539
"2012-12-24","2013-01-06","3DS",572480
"2012-12-24","2013-01-06","PSP",87299
"2012-12-24","2013-01-06","Vita",49104
"2012-12-24","2013-01-06","Wii",13508
"2012-12-24","2013-01-06","WiiU",147422
"2012-12-24","2013-01-06","PS3",118941
"2012-12-24","2013-01-06","XB360",3549
"2012-12-24","2013-01-06","PS2",2312
"2013-01-07","2013-01-13","3DS",105112
"2013-01-07","2013-01-13","PSP",18084
"2013-01-07","2013-01-13","Vita",10131
"2013-01-07","2013-01-13","Wii",2092
"2013-01-07","2013-01-13","WiiU",21489
"2013-01-07","2013-01-13","PS3",21445
"2013-01-07","2013-01-13","XB360",578
"2013-01-07","2013-01-13","PS2",562
"2013-01-14","2013-01-20","3DS",90114
"2013-01-14","2013-01-20","PSP",16625
"2013-01-14","2013-01-20","Vita",8597
"2013-01-14","2013-01-20","Wii",1918
"2013-01-14","2013-01-20","WiiU",16635
"2013-01-14","2013-01-20","PS3",19042
"2013-01-14","2013-01-20","XB360",527
"2013-01-14","2013-01-20","PS2",385
"2013-01-21","2013-01-27","3DS",79793
"2013-01-21","2013-01-27","PSP",14058
"2013-01-21","2013-01-27","Vita",8495
"2013-01-21","2013-01-27","Wii",2170
"2013-01-21","2013-01-27","WiiU",12335
"2013-01-21","2013-01-27","PS3",17242
"2013-01-21","2013-01-27","XB360",511
"2013-01-21","2013-01-27","PS2",381
"2013-01-28","2013-02-03","3DS",82255
"2013-01-28","2013-02-03","PSP",13235
"2013-01-28","2013-02-03","Vita",8266
"2013-01-28","2013-02-03","Wii",1868
"2013-01-28","2013-02-03","WiiU",11714
"2013-01-28","2013-02-03","PS3",16346
"2013-01-28","2013-02-03","XB360",530
"2013-01-28","2013-02-03","PS2",329
"2013-02-04","2013-02-10","3DS",141581
"2013-02-04","2013-02-10","PSP",11321
"2013-02-04","2013-02-10","Vita",7379
"2013-02-04","2013-02-10","Wii",1866
"2013-02-04","2013-02-10","WiiU",11092
"2013-02-04","2013-02-10","PS3",14149
"2013-02-04","2013-02-10","XB360",490
"2013-02-04","2013-02-10","PS2",265
"2013-02-11","2013-02-17","3DS",101940
"2013-02-11","2013-02-17","PSP",10287
"2013-02-11","2013-02-17","Vita",7401
"2013-02-11","2013-02-17","Wii",1719
"2013-02-11","2013-02-17","WiiU",10167
"2013-02-11","2013-02-17","PS3",13703
"2013-02-11","2013-02-17","XB360",463
"2013-02-11","2013-02-17","PS2",360
"2013-02-18","2013-02-24","3DS",74184
"2013-02-18","2013-02-24","PSP",9237
"2013-02-18","2013-02-24","Vita",11669
"2013-02-18","2013-02-24","Wii",1478
"2013-02-18","2013-02-24","WiiU",9495
"2013-02-18","2013-02-24","PS3",17015
"2013-02-18","2013-02-24","XB360",449
"2013-02-18","2013-02-24","PS2",244
"2013-02-25","2013-03-03","3DS",77105
"2013-02-25","2013-03-03","PSP",11665
"2013-02-25","2013-03-03","Vita",60561
"2013-02-25","2013-03-03","Wii",2151
"2013-02-25","2013-03-03","WiiU",9528
"2013-02-25","2013-03-03","PS3",24661
"2013-02-25","2013-03-03","XB360",282
"2013-02-25","2013-03-03","PS2",265
"2013-03-04","2013-03-10","3DS",60800
"2013-03-04","2013-03-10","PSP",17954
"2013-03-04","2013-03-10","Vita",61152
"2013-03-04","2013-03-10","Wii",1742
"2013-03-04","2013-03-10","WiiU",9089
"2013-03-04","2013-03-10","PS3",19155
"2013-03-04","2013-03-10","XB360",495
"2013-03-04","2013-03-10","PS2",218
"2013-03-11","2013-03-17","3DS",69326
"2013-03-11","2013-03-17","PSP",12569
"2013-03-11","2013-03-17","Vita",36431
"2013-03-11","2013-03-17","Wii",1603
"2013-03-11","2013-03-17","WiiU",8567
"2013-03-11","2013-03-17","PS3",20640
"2013-03-11","2013-03-17","XB360",485
"2013-03-11","2013-03-17","PS2",210
"2013-03-18","2013-03-24","3DS",76043
"2013-03-18","2013-03-24","PSP",11471
"2013-03-18","2013-03-24","Vita",37883
"2013-03-18","2013-03-24","Wii",1718
"2013-03-18","2013-03-24","WiiU",10172
"2013-03-18","2013-03-24","PS3",23927
"2013-03-18","2013-03-24","XB360",485
"2013-03-18","2013-03-24","PS2",156
"2013-03-25","2013-03-31","3DS",67007
"2013-03-25","2013-03-31","PSP",13569
"2013-03-25","2013-03-31","Vita",33605
"2013-03-25","2013-03-31","Wii",1743
"2013-03-25","2013-03-31","WiiU",21502
"2013-03-25","2013-03-31","PS3",19809
"2013-03-25","2013-03-31","XB360",533
"2013-03-25","2013-03-31","PS2",158
"2013-04-01","2013-04-07","3DS",55006
"2013-04-01","2013-04-07","PSP",8918
"2013-04-01","2013-04-07","Vita",19879
"2013-04-01","2013-04-07","Wii",1608
"2013-04-01","2013-04-07","WiiU",14413
"2013-04-01","2013-04-07","PS3",17871
"2013-04-01","2013-04-07","XB360",497
"2013-04-08","2013-04-14","3DS",46676
"2013-04-08","2013-04-14","PSP",7778
"2013-04-08","2013-04-14","Vita",14755
"2013-04-08","2013-04-14","Wii",1361
"2013-04-08","2013-04-14","WiiU",10147
"2013-04-08","2013-04-14","PS3",15451
"2013-04-08","2013-04-14","XB360",374
"2013-04-15","2013-04-21","3DS",70416
"2013-04-15","2013-04-21","PSP",8377
"2013-04-15","2013-04-21","Vita",14666
"2013-04-15","2013-04-21","Wii",1411
"2013-04-15","2013-04-21","WiiU",8047
"2013-04-15","2013-04-21","PS3",14893
"2013-04-15","2013-04-21","XB360",336
"2013-04-22","2013-04-28","3DS",57199
"2013-04-22","2013-04-28","PSP",8265
"2013-04-22","2013-04-28","Vita",17070
"2013-04-22","2013-04-28","Wii",1527
"2013-04-22","2013-04-28","WiiU",8058
"2013-04-22","2013-04-28","PS3",15353
"2013-04-22","2013-04-28","XB360",412
"2013-04-29","2013-05-05","3DS",71384
"2013-04-29","2013-05-05","PSP",8834
"2013-04-29","2013-05-05","Vita",17855
"2013-04-29","2013-05-05","Wii",1670
"2013-04-29","2013-05-05","WiiU",10573
"2013-04-29","2013-05-05","PS3",17490
"2013-04-29","2013-05-05","XB360",388
"2013-05-06","2013-05-12","3DS",46443
"2013-05-06","2013-05-12","PSP",6300
"2013-05-06","2013-05-12","Vita",12738
"2013-05-06","2013-05-12","Wii",1120
"2013-05-06","2013-05-12","WiiU",6744
"2013-05-06","2013-05-12","PS3",12537
"2013-05-06","2013-05-12","XB360",306
"2013-05-13","2013-05-19","3DS",36162
"2013-05-13","2013-05-19","PSP",6833
"2013-05-13","2013-05-19","Vita",11564
"2013-05-13","2013-05-19","Wii",1189
"2013-05-13","2013-05-19","WiiU",6058
"2013-05-13","2013-05-19","PS3",10738
"2013-05-13","2013-05-19","XB360",272
"2013-05-20","2013-05-26","3DS",50415
"2013-05-20","2013-05-26","PSP",5949
"2013-05-20","2013-05-26","Vita",13719
"2013-05-20","2013-05-26","Wii",1038
"2013-05-20","2013-05-26","WiiU",5536
"2013-05-20","2013-05-26","PS3",12335
"2013-05-20","2013-05-26","XB360",309
"2013-05-27","2013-06-02","3DS",38894
"2013-05-27","2013-06-02","PSP",5910
"2013-05-27","2013-06-02","Vita",12381
"2013-05-27","2013-06-02","Wii",1493
"2013-05-27","2013-06-02","WiiU",5669
"2013-05-27","2013-06-02","PS3",11177
"2013-05-27","2013-06-02","XB360",293
"2013-06-03","2013-06-09","3DS",32576
"2013-06-03","2013-06-09","PSP",5295
"2013-06-03","2013-06-09","Vita",10100
"2013-06-03","2013-06-09","Wii",1189
"2013-06-03","2013-06-09","WiiU",4549
"2013-06-03","2013-06-09","PS3",9670
"2013-06-03","2013-06-09","XB360",224
"2013-06-10","2013-06-16","3DS",41146
"2013-06-10","2013-06-16","PSP",6197
"2013-06-10","2013-06-16","Vita",11728
"2013-06-10","2013-06-16","Wii",1252
"2013-06-10","2013-06-16","WiiU",5031
"2013-06-10","2013-06-16","PS3",10871
"2013-06-10","2013-06-16","XB360",222
"2013-06-17","2013-06-23","3DS",34480
"2013-06-17","2013-06-23","PSP",5201
"2013-06-17","2013-06-23","Vita",13002
"2013-06-17","2013-06-23","Wii",1232
"2013-06-17","2013-06-23","WiiU",4236
"2013-06-17","2013-06-23","PS3",10077
"2013-06-17","2013-06-23","XB360",189
"2013-06-24","2013-06-30","3DS",45391
"2013-06-24","2013-06-30","PSP",6958
"2013-06-24","2013-06-30","Vita",34701
"2013-06-24","2013-06-30","Wii",1581
"2013-06-24","2013-06-30","WiiU",5846
"2013-06-24","2013-06-30","PS3",13350
"2013-06-24","2013-06-30","XB360",280
"2013-07-01","2013-07-07","3DS",38250
"2013-07-01","2013-07-07","PSP",5842
"2013-07-01","2013-07-07","Vita",21197
"2013-07-01","2013-07-07","Wii",1128
"2013-07-01","2013-07-07","WiiU",6380
"2013-07-01","2013-07-07","PS3",12162
"2013-07-01","2013-07-07","XB360",228
"2013-07-08","2013-07-14","3DS",40113
"2013-07-08","2013-07-14","PSP",5617
"2013-07-08","2013-07-14","Vita",15192
"2013-07-08","2013-07-14","Wii",1212
"2013-07-08","2013-07-14","WiiU",20728
"2013-07-08","2013-07-14","PS3",12913
"2013-07-08","2013-07-14","XB360",297
"2013-07-15","2013-07-21","3DS",52658
"2013-07-15","2013-07-21","PSP",5562
"2013-07-15","2013-07-21","Vita",13685
"2013-07-15","2013-07-21","Wii",1502
"2013-07-15","2013-07-21","WiiU",14024
"2013-07-15","2013-07-21","PS3",11592
"2013-07-15","2013-07-21","XB360",242
"2013-07-22","2013-07-28","3DS",55719
"2013-07-22","2013-07-28","PSP",5346
"2013-07-22","2013-07-28","Vita",17776
"2013-07-22","2013-07-28","Wii",1435
"2013-07-22","2013-07-28","WiiU",10937
"2013-07-22","2013-07-28","PS3",11153
"2013-07-22","2013-07-28","XB360",277
"2013-07-29","2013-08-04","3DS",61896
"2013-07-29","2013-08-04","PSP",5409
"2013-07-29","2013-08-04","Vita",17031
"2013-07-29","2013-08-04","Wii",1425
"2013-07-29","2013-08-04","WiiU",9432
"2013-07-29","2013-08-04","PS3",10590
"2013-07-29","2013-08-04","XB360",213
"2013-08-05","2013-08-11","3DS",57837
"2013-08-05","2013-08-11","PSP",5333
"2013-08-05","2013-08-11","Vita",15755
"2013-08-05","2013-08-11","Wii",1414
"2013-08-05","2013-08-11","WiiU",9291
"2013-08-05","2013-08-11","PS3",10458
"2013-08-05","2013-08-11","XB360",184
"2013-08-12","2013-08-18","3DS",71731
"2013-08-12","2013-08-18","PSP",6987
"2013-08-12","2013-08-18","Vita",21482
"2013-08-12","2013-08-18","Wii",1897
"2013-08-12","2013-08-18","WiiU",10951
"2013-08-12","2013-08-18","PS3",14319
"2013-08-12","2013-08-18","XB360",216
"2013-08-19","2013-08-25","3DS",52141
"2013-08-19","2013-08-25","PSP",4901
"2013-08-19","2013-08-25","Vita",12928
"2013-08-19","2013-08-25","Wii",1117
"2013-08-19","2013-08-25","WiiU",7024
"2013-08-19","2013-08-25","PS3",10772
"2013-08-19","2013-08-25","XB360",177
"2013-08-26","2013-09-01","3DS",59392
"2013-08-26","2013-09-01","PSP",5125
"2013-08-26","2013-09-01","Vita",9443
"2013-08-26","2013-09-01","Wii",1014
"2013-08-26","2013-09-01","WiiU",6239
"2013-08-26","2013-09-01","PS3",16236
"2013-08-26","2013-09-01","XB360",161
"2013-09-02","2013-09-08","3DS",78300
"2013-09-02","2013-09-08","PSP",4482
"2013-09-02","2013-09-08","Vita",7427
"2013-09-02","2013-09-08","Wii",1064
"2013-09-02","2013-09-08","WiiU",5054
"2013-09-02","2013-09-08","PS3",11932
"2013-09-02","2013-09-08","XB360",157
"2013-09-09","2013-09-15","3DS",298354
"2013-09-09","2013-09-15","PSP",4642
"2013-09-09","2013-09-15","Vita",6083
"2013-09-09","2013-09-15","Wii",1060
"2013-09-09","2013-09-15","WiiU",4842
"2013-09-09","2013-09-15","PS3",8640
"2013-09-09","2013-09-15","XB360",113
"2013-09-16","2013-09-22","3DS",173544
"2013-09-16","2013-09-22","PSP",3935
"2013-09-16","2013-09-22","Vita",5306
"2013-09-16","2013-09-22","Wii",1033
"2013-09-16","2013-09-22","WiiU",5147
"2013-09-16","2013-09-22","PS3",11378
"2013-09-16","2013-09-22","XB360",721
"2013-09-23","2013-09-29","3DS",139808
"2013-09-23","2013-09-29","PSP",4042
"2013-09-23","2013-09-29","Vita",6436
"2013-09-23","2013-09-29","Wii",967
"2013-09-23","2013-09-29","WiiU",5560
"2013-09-23","2013-09-29","PS3",11747
"2013-09-23","2013-09-29","XB360",346
"2013-09-30","2013-10-06","3DS",117739
"2013-09-30","2013-10-06","PSP",3557
"2013-09-30","2013-10-06","Vita",3670
"2013-09-30","2013-10-06","Wii",1096
"2013-09-30","2013-10-06","WiiU",3853
"2013-09-30","2013-10-06","PS3",11152
"2013-09-30","2013-10-06","XB360",362
"2013-10-07","2013-10-13","3DS",242780
"2013-10-07","2013-10-13","PSP",3062
"2013-10-07","2013-10-13","Vita",58682
"2013-10-07","2013-10-13","Wii",845
"2013-10-07","2013-10-13","WiiU",3405
"2013-10-07","2013-10-13","PS3",12939
"2013-10-07","2013-10-13","XB360",242
"2013-10-14","2013-10-20","3DS",164115
"2013-10-14","2013-10-20","PSP",3222
"2013-10-14","2013-10-20","Vita",25211
"2013-10-14","2013-10-20","Wii",1101
"2013-10-14","2013-10-20","WiiU",3083
"2013-10-14","2013-10-20","PS3",12531
"2013-10-14","2013-10-20","XB360",229
"2013-10-21","2013-10-27","3DS",117010
"2013-10-21","2013-10-27","PSP",3451
"2013-10-21","2013-10-27","Vita",24002
"2013-10-21","2013-10-27","Wii",865
"2013-10-21","2013-10-27","WiiU",3010
"2013-10-21","2013-10-27","PS3",12129
"2013-10-21","2013-10-27","XB360",169
"2013-10-28","2013-11-03","3DS",86868
"2013-10-28","2013-11-03","PSP",3345
"2013-10-28","2013-11-03","Vita",28219
"2013-10-28","2013-11-03","Wii",663
"2013-10-28","2013-11-03","WiiU",40118
"2013-10-28","2013-11-03","PS3",11754
"2013-10-28","2013-11-03","XB360",184
"2013-11-04","2013-11-10","3DS",74255
"2013-11-04","2013-11-10","PSP",3424
